pair_ID	entailment_judgment	relatedness_score
1942	NEUTRAL	0.1
1943	NEUTRAL	0.125
1946	ENTAILMENT	0.875
1948	NEUTRAL	0.25
1949	CONTRADICTION	0.0
1954	NEUTRAL	0.4
1955	NEUTRAL	0.333333333333
1961	CONTRADICTION	0.0
1963	CONTRADICTION	0.0
1967	ENTAILMENT	0.888888888889
1969	NEUTRAL	0.444444444444
1970	NEUTRAL	0.444444444444
1972	NEUTRAL	0.222222222222
1974	NEUTRAL	0.5
1975	NEUTRAL	0.125
1978	ENTAILMENT	0.714285714286
1981	ENTAILMENT	0.8
1984	CONTRADICTION	0.0
1987	CONTRADICTION	0.0
1988	NEUTRAL	0.5
1989	ENTAILMENT	0.75
1991	ENTAILMENT	0.8
1992	ENTAILMENT	0.571428571429
1993	NEUTRAL	0.5
1994	NEUTRAL	0.4
1996	NEUTRAL	0.25
1999	NEUTRAL	0.2
2000	NEUTRAL	0.5
2004	ENTAILMENT	0.666666666667
2005	ENTAILMENT	0.666666666667
2006	NEUTRAL	0.4
2007	NEUTRAL	0.2
2008	NEUTRAL	0.2
2009	NEUTRAL	0.2
2011	ENTAILMENT	0.666666666667
2012	NEUTRAL	0.2
2014	NEUTRAL	0.333333333333
2015	ENTAILMENT	0.571428571429
2016	NEUTRAL	0.333333333333
2018	ENTAILMENT	0.666666666667
2020	NEUTRAL	0.166666666667
2023	CONTRADICTION	0.0
2024	NEUTRAL	0.142857142857
2025	NEUTRAL	0.111111111111
2027	ENTAILMENT	0.8
2029	NEUTRAL	0.2
2030	ENTAILMENT	0.666666666667
2035	NEUTRAL	0.142857142857
2037	NEUTRAL	0.2
2038	NEUTRAL	0.2
2040	ENTAILMENT	0.8
2041	ENTAILMENT	0.571428571429
2045	ENTAILMENT	0.75
2047	NEUTRAL	0.166666666667
2049	NEUTRAL	0.2
2051	NEUTRAL	0.166666666667
2052	NEUTRAL	0.25
2055	ENTAILMENT	0.625
2056	ENTAILMENT	0.833333333333
2059	NEUTRAL	0.25
2061	NEUTRAL	0.285714285714
2064	ENTAILMENT	0.727272727273
2066	ENTAILMENT	0.777777777778
2067	ENTAILMENT	0.777777777778
2068	NEUTRAL	0.555555555556
2070	NEUTRAL	0.111111111111
2072	NEUTRAL	0.333333333333
2073	NEUTRAL	0.444444444444
2075	NEUTRAL	0.555555555556
2076	NEUTRAL	0.5
2078	ENTAILMENT	0.923076923077
2079	ENTAILMENT	0.857142857143
2080	ENTAILMENT	0.692307692308
2081	NEUTRAL	0.230769230769
2082	NEUTRAL	0.214285714286
2084	NEUTRAL	0.25
2086	NEUTRAL	0.333333333333
2087	NEUTRAL	0.25
2088	NEUTRAL	0.5
2090	NEUTRAL	0.4
2091	NEUTRAL	0.333333333333
2092	ENTAILMENT	0.75
2094	CONTRADICTION	0.0
2097	NEUTRAL	0.5
2098	NEUTRAL	0.166666666667
2100	NEUTRAL	0.166666666667
2102	ENTAILMENT	0.714285714286
2103	ENTAILMENT	0.6
2104	ENTAILMENT	0.833333333333
2105	ENTAILMENT	0.6
2107	NEUTRAL	0.166666666667
2109	NEUTRAL	0.333333333333
2112	NEUTRAL	0.2
2113	NEUTRAL	0.2
2115	ENTAILMENT	0.625
2117	NEUTRAL	0.428571428571
2118	ENTAILMENT	0.666666666667
2119	NEUTRAL	0.428571428571
2121	NEUTRAL	0.333333333333
2122	NEUTRAL	0.285714285714
2123	NEUTRAL	0.285714285714
2124	NEUTRAL	0.25
2125	NEUTRAL	0.25
2132	NEUTRAL	0.25
2136	NEUTRAL	0.4
2139	ENTAILMENT	0.75
2141	NEUTRAL	0.25
2144	NEUTRAL	0.25
2145	CONTRADICTION	0.0
2146	CONTRADICTION	0.0
2148	CONTRADICTION	0.0
2150	ENTAILMENT	0.666666666667
2153	NEUTRAL	0.4
2163	ENTAILMENT	0.75
2164	ENTAILMENT	0.666666666667
2165	ENTAILMENT	0.666666666667
2167	NEUTRAL	0.5
2170	ENTAILMENT	0.75
2171	ENTAILMENT	0.625
2172	ENTAILMENT	0.75
2175	ENTAILMENT	0.875
2176	NEUTRAL	0.444444444444
2179	NEUTRAL	0.5
2180	NEUTRAL	0.25
2181	ENTAILMENT	0.571428571429
2183	ENTAILMENT	0.8
2184	ENTAILMENT	0.8
2188	NEUTRAL	0.5
2192	ENTAILMENT	0.625
2195	ENTAILMENT	0.846153846154
2196	NEUTRAL	0.181818181818
2198	NEUTRAL	0.363636363636
2199	NEUTRAL	0.272727272727
2202	ENTAILMENT	0.916666666667
2203	ENTAILMENT	0.75
2205	ENTAILMENT	0.7
2207	ENTAILMENT	0.9
2208	NEUTRAL	0.416666666667
2210	NEUTRAL	0.5
2212	NEUTRAL	0.416666666667
2213	NEUTRAL	0.384615384615
2215	ENTAILMENT	1.0
2217	ENTAILMENT	0.75
2218	ENTAILMENT	0.833333333333
2222	NEUTRAL	0.333333333333
2226	ENTAILMENT	0.8
2228	ENTAILMENT	0.833333333333
2232	ENTAILMENT	0.666666666667
2233	ENTAILMENT	0.666666666667
2234	ENTAILMENT	0.666666666667
2235	ENTAILMENT	0.857142857143
2236	ENTAILMENT	0.571428571429
2238	ENTAILMENT	0.833333333333
2239	ENTAILMENT	0.571428571429
2240	NEUTRAL	0.285714285714
2242	NEUTRAL	0.142857142857
2243	NEUTRAL	0.285714285714
2247	ENTAILMENT	0.714285714286
2250	NEUTRAL	0.4
2251	ENTAILMENT	0.6
2252	NEUTRAL	0.5
2253	NEUTRAL	0.428571428571
2259	NEUTRAL	0.333333333333
2260	NEUTRAL	0.4
2261	NEUTRAL	0.333333333333
2263	ENTAILMENT	0.666666666667
2266	ENTAILMENT	0.833333333333
2272	ENTAILMENT	0.666666666667
2274	ENTAILMENT	0.666666666667
2275	ENTAILMENT	0.8
2277	NEUTRAL	0.2
2281	NEUTRAL	0.4
2282	ENTAILMENT	0.8
2287	ENTAILMENT	0.571428571429
2288	ENTAILMENT	0.8
2289	ENTAILMENT	0.666666666667
2291	ENTAILMENT	1.0
2297	ENTAILMENT	0.666666666667
2299	ENTAILMENT	0.666666666667
2302	ENTAILMENT	0.666666666667
2303	ENTAILMENT	0.666666666667
2304	NEUTRAL	0.25
2305	NEUTRAL	0.25
2307	NEUTRAL	0.333333333333
2308	NEUTRAL	0.25
2309	ENTAILMENT	0.857142857143
2310	ENTAILMENT	0.625
2311	NEUTRAL	0.428571428571
2314	NEUTRAL	0.333333333333
2315	NEUTRAL	0.285714285714
2316	NEUTRAL	0.333333333333
2317	NEUTRAL	0.166666666667
2318	NEUTRAL	0.285714285714
2319	NEUTRAL	0.25
2322	ENTAILMENT	0.75
2327	NEUTRAL	0.5
2329	ENTAILMENT	0.666666666667
2330	NEUTRAL	0.5
2332	ENTAILMENT	0.6
2333	NEUTRAL	0.5
2338	ENTAILMENT	0.875
2339	ENTAILMENT	0.571428571429
2340	NEUTRAL	0.111111111111
2341	NEUTRAL	0.125
2344	NEUTRAL	0.142857142857
2348	ENTAILMENT	1.0
2350	NEUTRAL	0.4
2351	NEUTRAL	0.222222222222
2352	NEUTRAL	0.222222222222
2358	ENTAILMENT	0.857142857143
2359	ENTAILMENT	0.625
2360	ENTAILMENT	0.833333333333
2363	NEUTRAL	0.285714285714
2365	NEUTRAL	0.285714285714
2368	ENTAILMENT	0.75
2369	ENTAILMENT	0.6
2374	ENTAILMENT	0.6
2375	ENTAILMENT	0.6
2377	NEUTRAL	0.5
2381	NEUTRAL	0.428571428571
2383	NEUTRAL	0.2
2386	NEUTRAL	0.5
2388	NEUTRAL	0.4
2391	ENTAILMENT	0.666666666667
2397	ENTAILMENT	0.666666666667
2400	NEUTRAL	0.25
2401	NEUTRAL	0.333333333333
2407	NEUTRAL	0.5
2409	ENTAILMENT	0.857142857143
2413	CONTRADICTION	0.0
2414	CONTRADICTION	0.0
2415	ENTAILMENT	0.833333333333
2422	NEUTRAL	0.333333333333
2423	NEUTRAL	0.285714285714
2426	NEUTRAL	0.5
2429	ENTAILMENT	0.666666666667
2431	NEUTRAL	0.333333333333
2436	NEUTRAL	0.166666666667
2438	ENTAILMENT	0.857142857143
2440	ENTAILMENT	0.714285714286
2441	ENTAILMENT	0.625
2445	ENTAILMENT	0.833333333333
2447	ENTAILMENT	0.8
2450	NEUTRAL	0.555555555556
2455	NEUTRAL	0.125
2456	NEUTRAL	0.25
2457	NEUTRAL	0.222222222222
2458	NEUTRAL	0.25
2459	ENTAILMENT	0.666666666667
2465	NEUTRAL	0.4
2466	NEUTRAL	0.4
2467	ENTAILMENT	0.6
2472	NEUTRAL	0.25
2474	ENTAILMENT	0.75
2486	ENTAILMENT	0.666666666667
2491	NEUTRAL	0.5
2494	NEUTRAL	0.5
2495	ENTAILMENT	0.75
2496	ENTAILMENT	0.666666666667
2497	NEUTRAL	0.2
2499	NEUTRAL	0.5
2500	NEUTRAL	0.333333333333
2505	NEUTRAL	0.333333333333
2506	ENTAILMENT	0.8
2508	NEUTRAL	0.2
2509	NEUTRAL	0.5
2510	ENTAILMENT	0.666666666667
2514	NEUTRAL	0.333333333333
2515	NEUTRAL	0.2
2518	NEUTRAL	0.5
2521	NEUTRAL	0.5
2529	ENTAILMENT	0.714285714286
2530	ENTAILMENT	1.0
2538	ENTAILMENT	0.666666666667
2539	ENTAILMENT	0.75
2540	NEUTRAL	0.5
2543	CONTRADICTION	0.0
2545	NEUTRAL	0.333333333333
2549	ENTAILMENT	0.666666666667
2551	ENTAILMENT	0.571428571429
2553	NEUTRAL	0.444444444444
2554	ENTAILMENT	0.571428571429
2555	ENTAILMENT	1.0
2561	ENTAILMENT	0.666666666667
2569	CONTRADICTION	0.0
2572	NEUTRAL	0.25
2574	ENTAILMENT	0.666666666667
2577	NEUTRAL	0.4
2578	ENTAILMENT	0.75
2579	NEUTRAL	0.5
2582	ENTAILMENT	0.833333333333
2583	NEUTRAL	0.4
2588	NEUTRAL	0.5
2589	NEUTRAL	0.5
2590	ENTAILMENT	0.6
2591	ENTAILMENT	0.75
2592	ENTAILMENT	0.75
2593	NEUTRAL	0.5
2594	NEUTRAL	0.25
2596	NEUTRAL	0.5
2597	NEUTRAL	0.25
2599	NEUTRAL	0.5
2601	ENTAILMENT	0.75
2602	ENTAILMENT	1.0
2608	ENTAILMENT	0.6
2615	ENTAILMENT	0.666666666667
2619	NEUTRAL	0.2
2622	ENTAILMENT	0.857142857143
2623	NEUTRAL	0.333333333333
2625	ENTAILMENT	1.0
2626	ENTAILMENT	0.714285714286
2627	ENTAILMENT	0.666666666667
2628	ENTAILMENT	0.571428571429
2630	NEUTRAL	0.2
2632	ENTAILMENT	0.666666666667
2634	NEUTRAL	0.5
2636	ENTAILMENT	0.625
2637	ENTAILMENT	0.888888888889
2638	NEUTRAL	0.5
2640	NEUTRAL	0.555555555556
2643	ENTAILMENT	0.625
2650	CONTRADICTION	0.0
2651	NEUTRAL	0.2
2654	ENTAILMENT	0.666666666667
2655	ENTAILMENT	0.8
2656	ENTAILMENT	0.571428571429
2657	NEUTRAL	0.4
2660	NEUTRAL	0.166666666667
2664	ENTAILMENT	0.857142857143
2666	ENTAILMENT	0.857142857143
2670	NEUTRAL	0.428571428571
2672	NEUTRAL	0.428571428571
2673	ENTAILMENT	0.6
2675	ENTAILMENT	0.857142857143
2680	ENTAILMENT	0.6
2682	NEUTRAL	0.5
2684	ENTAILMENT	0.571428571429
2688	NEUTRAL	0.375
2689	NEUTRAL	0.375
2691	NEUTRAL	0.285714285714
2692	NEUTRAL	0.428571428571
2696	ENTAILMENT	0.714285714286
2701	ENTAILMENT	0.6
2702	ENTAILMENT	1.0
2703	ENTAILMENT	0.6
2705	NEUTRAL	0.4
2707	NEUTRAL	0.333333333333
2708	NEUTRAL	0.4
2709	NEUTRAL	0.4
2710	NEUTRAL	0.4
2711	ENTAILMENT	0.916666666667
2713	ENTAILMENT	0.833333333333
2714	ENTAILMENT	0.833333333333
2715	ENTAILMENT	0.6
2716	NEUTRAL	0.181818181818
2718	NEUTRAL	0.272727272727
2724	ENTAILMENT	0.875
2728	NEUTRAL	0.285714285714
2730	NEUTRAL	0.222222222222
2731	NEUTRAL	0.222222222222
2734	ENTAILMENT	0.666666666667
2735	ENTAILMENT	0.8
2739	NEUTRAL	0.4
2741	ENTAILMENT	0.6
2744	NEUTRAL	0.5
2748	NEUTRAL	0.375
2751	ENTAILMENT	0.8
2752	ENTAILMENT	0.75
2754	ENTAILMENT	0.777777777778
2755	NEUTRAL	0.2
2756	NEUTRAL	0.222222222222
2757	NEUTRAL	0.285714285714
2758	NEUTRAL	0.285714285714
2761	ENTAILMENT	0.833333333333
2763	ENTAILMENT	0.8
2764	ENTAILMENT	0.666666666667
2765	ENTAILMENT	0.8
2768	ENTAILMENT	0.8
2770	ENTAILMENT	0.8
2774	ENTAILMENT	0.625
2775	NEUTRAL	0.375
2776	NEUTRAL	0.5
2777	NEUTRAL	0.5
2778	ENTAILMENT	0.625
2779	ENTAILMENT	0.625
2783	ENTAILMENT	0.75
2784	NEUTRAL	0.4
2787	ENTAILMENT	0.666666666667
2788	ENTAILMENT	0.6
2789	ENTAILMENT	0.75
2792	ENTAILMENT	0.846153846154
2797	NEUTRAL	0.363636363636
2799	NEUTRAL	0.4
2800	NEUTRAL	0.5
2802	CONTRADICTION	0.0
2803	NEUTRAL	0.2
2807	ENTAILMENT	1.0
2809	NEUTRAL	0.5
2811	NEUTRAL	0.333333333333
2813	NEUTRAL	0.25
2815	NEUTRAL	0.25
2817	ENTAILMENT	0.75
2818	NEUTRAL	0.5
2821	NEUTRAL	0.111111111111
2827	ENTAILMENT	0.75
2828	ENTAILMENT	0.888888888889
2837	ENTAILMENT	0.6
2838	ENTAILMENT	0.777777777778
2839	NEUTRAL	0.428571428571
2844	NEUTRAL	0.428571428571
2845	ENTAILMENT	1.0
2850	NEUTRAL	0.5
2851	ENTAILMENT	0.666666666667
2853	ENTAILMENT	0.666666666667
2854	ENTAILMENT	0.857142857143
2856	ENTAILMENT	0.857142857143
2857	NEUTRAL	0.5
2860	ENTAILMENT	0.571428571429
2861	ENTAILMENT	0.571428571429
2862	ENTAILMENT	0.666666666667
2863	NEUTRAL	0.428571428571
2864	NEUTRAL	0.4
2865	ENTAILMENT	0.8
2867	ENTAILMENT	0.6
2868	NEUTRAL	0.5
2870	NEUTRAL	0.2
2874	ENTAILMENT	0.8
2875	ENTAILMENT	0.8
2879	ENTAILMENT	0.666666666667
2881	ENTAILMENT	0.75
2883	NEUTRAL	0.4
2890	ENTAILMENT	1.0
2891	ENTAILMENT	0.666666666667
2894	NEUTRAL	0.166666666667
2896	ENTAILMENT	0.666666666667
2899	ENTAILMENT	0.857142857143
2900	NEUTRAL	0.142857142857
2903	ENTAILMENT	0.625
2905	ENTAILMENT	0.571428571429
2907	ENTAILMENT	0.714285714286
2908	ENTAILMENT	1.0
2909	ENTAILMENT	0.75
2910	ENTAILMENT	0.75
2913	NEUTRAL	0.166666666667
2915	NEUTRAL	0.125
2916	NEUTRAL	0.166666666667
2917	ENTAILMENT	0.833333333333
2918	ENTAILMENT	0.666666666667
2919	ENTAILMENT	0.833333333333
2920	ENTAILMENT	0.833333333333
2924	NEUTRAL	0.333333333333
2926	NEUTRAL	0.5
2927	ENTAILMENT	0.666666666667
2930	NEUTRAL	0.25
2933	NEUTRAL	0.166666666667
2935	ENTAILMENT	0.875
2937	ENTAILMENT	0.75
2938	ENTAILMENT	0.571428571429
2939	ENTAILMENT	0.625
2941	NEUTRAL	0.285714285714
2943	ENTAILMENT	0.625
2945	ENTAILMENT	0.714285714286
2951	NEUTRAL	0.333333333333
2952	NEUTRAL	0.166666666667
2955	NEUTRAL	0.4
2957	ENTAILMENT	0.833333333333
2958	ENTAILMENT	0.833333333333
2959	NEUTRAL	0.5
2960	NEUTRAL	0.5
2961	ENTAILMENT	0.6
2964	ENTAILMENT	0.625
2966	ENTAILMENT	1.0
2969	NEUTRAL	0.5
2970	ENTAILMENT	0.6
2971	NEUTRAL	0.375
2974	ENTAILMENT	0.6
2976	ENTAILMENT	0.714285714286
2977	ENTAILMENT	0.714285714286
2980	NEUTRAL	0.428571428571
2981	NEUTRAL	0.142857142857
2983	NEUTRAL	0.333333333333
2984	NEUTRAL	0.142857142857
2988	ENTAILMENT	0.9
2989	ENTAILMENT	0.6
2992	NEUTRAL	0.1
2994	NEUTRAL	0.2
2997	ENTAILMENT	0.8
2998	ENTAILMENT	0.714285714286
3005	ENTAILMENT	0.8
3007	ENTAILMENT	0.666666666667
3010	NEUTRAL	0.333333333333
3014	NEUTRAL	0.375
3015	ENTAILMENT	0.666666666667
3016	NEUTRAL	0.5
3018	ENTAILMENT	0.857142857143
3019	NEUTRAL	0.428571428571
3022	NEUTRAL	0.4
3024	ENTAILMENT	0.833333333333
3027	NEUTRAL	0.5
3031	NEUTRAL	0.333333333333
3038	ENTAILMENT	0.666666666667
3039	ENTAILMENT	0.8
3041	ENTAILMENT	0.8
3042	ENTAILMENT	0.75
3043	NEUTRAL	0.333333333333
3046	NEUTRAL	0.5
3047	ENTAILMENT	0.6
3049	NEUTRAL	0.333333333333
3050	ENTAILMENT	0.6
3054	NEUTRAL	0.5
3059	ENTAILMENT	0.8
3062	ENTAILMENT	0.909090909091
3065	NEUTRAL	0.272727272727
3068	NEUTRAL	0.333333333333
3069	NEUTRAL	0.363636363636
3071	ENTAILMENT	1.0
3072	ENTAILMENT	0.666666666667
3073	ENTAILMENT	0.571428571429
3079	NEUTRAL	0.4
3081	ENTAILMENT	0.666666666667
3085	NEUTRAL	0.5
3091	ENTAILMENT	0.75
3092	ENTAILMENT	0.75
3094	NEUTRAL	0.5
3097	NEUTRAL	0.5
3100	NEUTRAL	0.428571428571
3102	NEUTRAL	0.222222222222
3110	ENTAILMENT	0.666666666667
3111	NEUTRAL	0.5
3114	NEUTRAL	0.25
3121	ENTAILMENT	0.846153846154
3126	NEUTRAL	0.454545454545
3129	ENTAILMENT	0.8
3130	NEUTRAL	0.4
3132	NEUTRAL	0.333333333333
3134	NEUTRAL	0.2
3140	ENTAILMENT	0.571428571429
3150	NEUTRAL	0.5
3153	NEUTRAL	0.5
3156	NEUTRAL	0.4
3157	ENTAILMENT	0.6
3158	ENTAILMENT	1.0
3161	ENTAILMENT	0.6
3162	NEUTRAL	0.5
3164	NEUTRAL	0.4
3165	ENTAILMENT	0.6
3166	ENTAILMENT	0.6
3170	ENTAILMENT	0.714285714286
3182	ENTAILMENT	0.6
3186	ENTAILMENT	0.6
3187	ENTAILMENT	0.666666666667
3188	NEUTRAL	0.5
3192	NEUTRAL	0.2
3200	NEUTRAL	0.428571428571
3201	NEUTRAL	0.375
3202	NEUTRAL	0.5
3203	NEUTRAL	0.4
3208	NEUTRAL	0.375
3213	NEUTRAL	0.166666666667
3214	ENTAILMENT	0.6
3217	ENTAILMENT	0.666666666667
3218	NEUTRAL	0.5
3221	ENTAILMENT	0.8
3223	ENTAILMENT	0.75
3224	NEUTRAL	0.5
3227	NEUTRAL	0.5
3228	NEUTRAL	0.5
3230	ENTAILMENT	0.909090909091
3232	ENTAILMENT	0.714285714286
3238	NEUTRAL	0.3
3242	NEUTRAL	0.4
3243	NEUTRAL	0.5
3248	NEUTRAL	0.333333333333
3252	NEUTRAL	0.25
3253	NEUTRAL	0.25
3254	NEUTRAL	0.25
3255	NEUTRAL	0.25
3256	NEUTRAL	0.25
3257	ENTAILMENT	1.0
3260	ENTAILMENT	0.666666666667
3261	NEUTRAL	0.4
3262	ENTAILMENT	0.666666666667
3264	ENTAILMENT	0.666666666667
3271	NEUTRAL	0.4
3272	ENTAILMENT	0.636363636364
3273	ENTAILMENT	0.636363636364
3274	NEUTRAL	0.444444444444
3277	ENTAILMENT	0.75
3278	ENTAILMENT	0.857142857143
3280	NEUTRAL	0.375
3281	NEUTRAL	0.375
3283	NEUTRAL	0.375
3285	NEUTRAL	0.375
3286	ENTAILMENT	0.75
3287	ENTAILMENT	0.666666666667
3288	NEUTRAL	0.333333333333
3294	NEUTRAL	0.25
3298	ENTAILMENT	0.8
3299	ENTAILMENT	0.833333333333
3303	NEUTRAL	0.5
3304	ENTAILMENT	0.6
3311	NEUTRAL	0.125
3313	CONTRADICTION	0.0
3314	NEUTRAL	0.142857142857
3316	ENTAILMENT	0.714285714286
3319	NEUTRAL	0.285714285714
3321	ENTAILMENT	0.666666666667
3324	ENTAILMENT	0.571428571429
3325	ENTAILMENT	0.8
3327	NEUTRAL	0.5
3329	ENTAILMENT	0.75
3330	NEUTRAL	0.333333333333
3332	CONTRADICTION	0.0
3336	ENTAILMENT	0.75
3339	ENTAILMENT	0.75
3340	NEUTRAL	0.333333333333
3342	NEUTRAL	0.375
3344	NEUTRAL	0.5
3345	NEUTRAL	0.375
3346	NEUTRAL	0.5
3347	NEUTRAL	0.25
3349	NEUTRAL	0.5
3351	NEUTRAL	0.25
3353	NEUTRAL	0.25
3357	NEUTRAL	0.4
3358	NEUTRAL	0.5
3359	NEUTRAL	0.4
3362	ENTAILMENT	0.6
3366	ENTAILMENT	0.75
3367	ENTAILMENT	0.75
3368	CONTRADICTION	0.0
3369	CONTRADICTION	0.0
3370	NEUTRAL	0.25
3371	NEUTRAL	0.2
3372	NEUTRAL	0.25
3374	ENTAILMENT	0.666666666667
3375	ENTAILMENT	0.8
3376	ENTAILMENT	0.75
3378	NEUTRAL	0.25
3382	NEUTRAL	0.2
3385	ENTAILMENT	0.714285714286
3386	ENTAILMENT	0.6
3389	ENTAILMENT	0.6
3395	ENTAILMENT	0.8
3396	ENTAILMENT	0.625
3397	CONTRADICTION	0.0
3400	CONTRADICTION	0.0
3405	ENTAILMENT	0.666666666667
3407	NEUTRAL	0.333333333333
3411	ENTAILMENT	1.0
3412	ENTAILMENT	0.666666666667
3413	ENTAILMENT	0.75
3414	ENTAILMENT	0.75
3416	NEUTRAL	0.25
3418	NEUTRAL	0.333333333333
3422	ENTAILMENT	1.0
3424	NEUTRAL	0.2
3426	ENTAILMENT	0.666666666667
3427	NEUTRAL	0.2
3428	NEUTRAL	0.333333333333
3429	ENTAILMENT	0.666666666667
3432	ENTAILMENT	0.666666666667
3435	ENTAILMENT	0.8
3436	ENTAILMENT	0.6
3437	NEUTRAL	0.4
3438	NEUTRAL	0.4
3440	NEUTRAL	0.4
3443	NEUTRAL	0.4
3444	NEUTRAL	0.5
3448	NEUTRAL	0.333333333333
3451	ENTAILMENT	0.857142857143
3452	ENTAILMENT	0.75
3453	ENTAILMENT	0.875
3454	ENTAILMENT	0.875
3461	ENTAILMENT	0.6
3462	ENTAILMENT	0.666666666667
3465	NEUTRAL	0.5
3467	ENTAILMENT	0.6
3471	ENTAILMENT	1.0
3472	NEUTRAL	0.5
3479	NEUTRAL	0.5
3480	ENTAILMENT	0.769230769231
3484	ENTAILMENT	0.7
3486	NEUTRAL	0.5
3487	NEUTRAL	0.5
3488	NEUTRAL	0.4
3491	NEUTRAL	0.307692307692
3492	NEUTRAL	0.5
3494	ENTAILMENT	0.6
3496	NEUTRAL	0.4
3500	ENTAILMENT	1.0
3504	NEUTRAL	0.5
3507	ENTAILMENT	0.75
3508	NEUTRAL	0.4
3510	ENTAILMENT	0.666666666667
3511	NEUTRAL	0.5
3512	NEUTRAL	0.5
3514	NEUTRAL	0.5
3516	ENTAILMENT	0.666666666667
3517	NEUTRAL	0.333333333333
3528	NEUTRAL	0.4
3529	NEUTRAL	0.5
3530	NEUTRAL	0.5
3533	ENTAILMENT	0.8
3534	NEUTRAL	0.5
3537	ENTAILMENT	0.8
3538	NEUTRAL	0.4
3539	NEUTRAL	0.4
3541	NEUTRAL	0.333333333333
3542	NEUTRAL	0.428571428571
3543	ENTAILMENT	0.6
3544	ENTAILMENT	1.0
3547	NEUTRAL	0.5
3548	NEUTRAL	0.5
3549	NEUTRAL	0.25
3552	NEUTRAL	0.5
3554	ENTAILMENT	0.714285714286
3556	NEUTRAL	0.2
3561	ENTAILMENT	0.666666666667
3565	ENTAILMENT	0.714285714286
3566	ENTAILMENT	0.6
3567	ENTAILMENT	0.6
3568	ENTAILMENT	0.833333333333
3569	ENTAILMENT	0.6
3571	NEUTRAL	0.166666666667
3572	NEUTRAL	0.428571428571
3574	ENTAILMENT	0.6
3576	NEUTRAL	0.5
3577	ENTAILMENT	0.75
3579	NEUTRAL	0.5
3580	NEUTRAL	0.5
3582	NEUTRAL	0.25
3584	NEUTRAL	0.333333333333
3589	NEUTRAL	0.333333333333
3592	ENTAILMENT	0.666666666667
3602	NEUTRAL	0.25
3603	ENTAILMENT	0.75
3607	ENTAILMENT	0.6
3611	CONTRADICTION	0.0
3614	NEUTRAL	0.333333333333
3618	NEUTRAL	0.5
3620	NEUTRAL	0.333333333333
3623	NEUTRAL	0.5
3624	ENTAILMENT	0.833333333333
3627	ENTAILMENT	0.833333333333
3629	NEUTRAL	0.4
3630	NEUTRAL	0.333333333333
3633	NEUTRAL	0.285714285714
3635	ENTAILMENT	0.666666666667
3638	ENTAILMENT	0.75
3639	NEUTRAL	0.2
3640	NEUTRAL	0.25
3643	NEUTRAL	0.333333333333
3646	ENTAILMENT	1.0
3647	ENTAILMENT	0.8
3649	ENTAILMENT	0.625
3650	NEUTRAL	0.272727272727
3651	NEUTRAL	0.272727272727
3653	NEUTRAL	0.272727272727
3658	ENTAILMENT	0.714285714286
3666	ENTAILMENT	0.833333333333
3668	ENTAILMENT	0.75
3669	ENTAILMENT	0.666666666667
3672	NEUTRAL	0.333333333333
3673	NEUTRAL	0.4
3682	NEUTRAL	0.333333333333
3684	NEUTRAL	0.2
3685	NEUTRAL	0.4
3686	NEUTRAL	0.2
3687	NEUTRAL	0.4
3689	ENTAILMENT	0.888888888889
3690	ENTAILMENT	0.6
3691	ENTAILMENT	0.888888888889
3692	ENTAILMENT	0.888888888889
3693	ENTAILMENT	0.777777777778
3694	ENTAILMENT	0.777777777778
3695	ENTAILMENT	0.75
3696	ENTAILMENT	0.777777777778
3697	ENTAILMENT	0.6
3699	NEUTRAL	0.5
3701	ENTAILMENT	1.0
3702	ENTAILMENT	0.666666666667
3703	NEUTRAL	0.5
3705	NEUTRAL	0.333333333333
3707	NEUTRAL	0.5
3708	ENTAILMENT	0.8
3710	ENTAILMENT	0.75
3713	ENTAILMENT	0.75
3719	ENTAILMENT	1.0
3720	ENTAILMENT	0.666666666667
3725	NEUTRAL	0.25
3727	NEUTRAL	0.25
3728	ENTAILMENT	0.833333333333
3736	NEUTRAL	0.166666666667
3737	NEUTRAL	0.333333333333
3739	NEUTRAL	0.333333333333
3740	NEUTRAL	0.333333333333
3742	NEUTRAL	0.5
3743	NEUTRAL	0.4
3746	NEUTRAL	0.4
3748	NEUTRAL	0.25
3750	ENTAILMENT	0.75
3751	ENTAILMENT	0.666666666667
3752	ENTAILMENT	1.0
3753	ENTAILMENT	0.666666666667
3755	NEUTRAL	0.5
3756	NEUTRAL	0.5
3758	NEUTRAL	0.5
3759	ENTAILMENT	0.833333333333
3761	ENTAILMENT	0.666666666667
3762	NEUTRAL	0.5
3765	ENTAILMENT	0.833333333333
3766	ENTAILMENT	0.714285714286
3770	ENTAILMENT	0.857142857143
3774	ENTAILMENT	0.583333333333
3776	ENTAILMENT	0.7
3777	ENTAILMENT	1.0
3779	ENTAILMENT	1.0
3780	ENTAILMENT	0.8
3781	NEUTRAL	0.5
3783	NEUTRAL	0.333333333333
3784	NEUTRAL	0.166666666667
3785	NEUTRAL	0.166666666667
3788	NEUTRAL	0.333333333333
3789	NEUTRAL	0.333333333333
3795	NEUTRAL	0.285714285714
3797	NEUTRAL	0.25
3799	NEUTRAL	0.166666666667
3800	NEUTRAL	0.333333333333
3801	ENTAILMENT	0.8
3803	NEUTRAL	0.428571428571
3804	NEUTRAL	0.5
3805	NEUTRAL	0.5
3807	NEUTRAL	0.2
