pair_ID	relatedness_score	entailment_judgment
7604	2.383074	NEUTRAL
7605	3.395677	NEUTRAL
7607	3.878184	ENTAILMENT
7610	2.534958	NEUTRAL
7614	3.088937	NEUTRAL
7615	3.780285	ENTAILMENT
7617	3.064758	NEUTRAL
7620	2.503017	NEUTRAL
7621	2.527546	NEUTRAL
7623	2.284416	NEUTRAL
7624	2.226804	NEUTRAL
7626	3.433616	ENTAILMENT
7627	2.758049	CONTRADICTION
7628	3.222160	ENTAILMENT
7631	3.143354	NEUTRAL
7632	3.333112	NEUTRAL
7633	2.798020	NEUTRAL
7635	3.780518	ENTAILMENT
7637	3.393637	ENTAILMENT
7640	2.615052	NEUTRAL
7644	2.818012	NEUTRAL
7645	3.418543	NEUTRAL
7646	3.631651	ENTAILMENT
7650	2.677475	NEUTRAL
7655	2.875767	ENTAILMENT
7656	3.749312	ENTAILMENT
7661	2.959713	NEUTRAL
7663	3.075713	NEUTRAL
7664	2.749839	NEUTRAL
7671	2.973519	NEUTRAL
7673	3.041280	NEUTRAL
7674	3.163178	NEUTRAL
7676	3.427218	CONTRADICTION
7679	3.788905	ENTAILMENT
7683	3.021615	NEUTRAL
7684	2.579736	NEUTRAL
7685	2.749590	NEUTRAL
7686	3.046186	ENTAILMENT
7690	3.149597	NEUTRAL
7691	3.160740	NEUTRAL
7693	3.557370	NEUTRAL
7694	3.600930	NEUTRAL
7695	3.546671	ENTAILMENT
7696	3.694253	ENTAILMENT
7698	3.218740	ENTAILMENT
7704	1.911828	NEUTRAL
7705	2.191828	NEUTRAL
7706	3.738966	ENTAILMENT
7708	3.379887	ENTAILMENT
7709	3.576029	ENTAILMENT
7710	3.463964	NEUTRAL
7713	3.380421	NEUTRAL
7715	3.234185	CONTRADICTION
7717	3.855328	ENTAILMENT
7721	3.125818	NEUTRAL
7725	3.586822	ENTAILMENT
7727	3.763243	ENTAILMENT
7730	2.223346	NEUTRAL
7735	3.638705	NEUTRAL
7736	3.640516	CONTRADICTION
7737	3.687971	ENTAILMENT
7738	3.416352	ENTAILMENT
7745	3.580346	CONTRADICTION
7748	3.119488	CONTRADICTION
7749	3.071621	NEUTRAL
7750	2.822530	NEUTRAL
7756	3.231864	ENTAILMENT
7758	3.275023	CONTRADICTION
7759	3.375185	ENTAILMENT
7761	3.170024	NEUTRAL
7762	2.890119	NEUTRAL
7765	3.061791	NEUTRAL
7766	3.366111	NEUTRAL
7767	3.691647	ENTAILMENT
7770	2.975730	NEUTRAL
7773	3.212092	NEUTRAL
7774	3.036775	NEUTRAL
7775	2.762284	ENTAILMENT
7783	2.461470	NEUTRAL
7786	3.690180	CONTRADICTION
7788	3.244981	CONTRADICTION
7789	3.776365	ENTAILMENT
7791	2.416101	NEUTRAL
7796	3.493399	CONTRADICTION
7797	3.765283	ENTAILMENT
7799	2.680330	NEUTRAL
7800	3.174619	NEUTRAL
7801	3.036832	NEUTRAL
7802	2.735698	NEUTRAL
7803	3.140106	NEUTRAL
7806	3.121113	ENTAILMENT
7809	2.605897	NEUTRAL
7812	2.317884	NEUTRAL
7814	3.056777	CONTRADICTION
7815	3.653667	ENTAILMENT
7816	3.325355	ENTAILMENT
7818	2.192370	NEUTRAL
7824	2.748925	ENTAILMENT
7825	2.767997	NEUTRAL
7826	3.229055	ENTAILMENT
7827	2.759298	NEUTRAL
7828	3.233382	NEUTRAL
7829	3.100639	NEUTRAL
7830	3.137897	NEUTRAL
7831	3.123838	ENTAILMENT
7832	3.128327	NEUTRAL
7833	3.542343	ENTAILMENT
7835	3.404212	CONTRADICTION
7837	2.950215	NEUTRAL
7840	3.756613	ENTAILMENT
7842	3.764039	ENTAILMENT
7843	3.763925	ENTAILMENT
7845	2.403538	NEUTRAL
7846	2.865850	NEUTRAL
7848	2.379610	NEUTRAL
7850	3.202098	CONTRADICTION
7852	3.477128	CONTRADICTION
7853	2.091932	NEUTRAL
7854	2.529508	NEUTRAL
7855	2.615316	NEUTRAL
7856	2.658879	NEUTRAL
7857	2.001145	NEUTRAL
7858	3.147161	ENTAILMENT
7860	3.566553	ENTAILMENT
7862	3.043050	NEUTRAL
7863	2.588460	NEUTRAL
7865	2.619638	NEUTRAL
7870	2.901889	ENTAILMENT
7871	3.504230	ENTAILMENT
7873	2.823013	NEUTRAL
7874	2.709943	NEUTRAL
7879	3.437510	NEUTRAL
7880	3.669809	ENTAILMENT
7882	2.586890	NEUTRAL
7883	2.913906	ENTAILMENT
7885	2.488473	NEUTRAL
7886	2.911182	ENTAILMENT
7894	3.281418	NEUTRAL
7895	3.372699	NEUTRAL
7897	3.731256	CONTRADICTION
7901	2.715452	NEUTRAL
7904	2.444267	NEUTRAL
7905	3.302132	ENTAILMENT
7907	2.960512	ENTAILMENT
7908	3.603484	ENTAILMENT
7910	2.726575	NEUTRAL
7911	2.837277	NEUTRAL
7913	2.967094	NEUTRAL
7914	2.257499	NEUTRAL
7915	3.427322	NEUTRAL
7916	3.640298	NEUTRAL
7918	2.782673	ENTAILMENT
7919	3.252792	CONTRADICTION
7920	2.466813	NEUTRAL
7922	2.931166	NEUTRAL
7924	3.097472	ENTAILMENT
7928	3.669057	ENTAILMENT
7929	1.965922	NEUTRAL
7930	3.140410	NEUTRAL
7931	3.262524	NEUTRAL
7941	2.817363	NEUTRAL
7942	2.495130	NEUTRAL
7943	3.482286	ENTAILMENT
7944	3.339600	ENTAILMENT
7945	3.502296	ENTAILMENT
7948	3.037575	NEUTRAL
7952	3.497662	ENTAILMENT
7955	2.514244	NEUTRAL
7956	2.645980	NEUTRAL
7958	2.760998	NEUTRAL
7960	3.156252	NEUTRAL
7961	3.015287	ENTAILMENT
7962	3.649131	ENTAILMENT
7965	3.262030	CONTRADICTION
7968	2.852125	NEUTRAL
7969	3.045728	NEUTRAL
7970	2.598030	NEUTRAL
7974	3.694365	ENTAILMENT
7975	3.404500	ENTAILMENT
7978	3.053486	NEUTRAL
7979	2.485887	NEUTRAL
7982	3.643569	ENTAILMENT
7983	3.431853	ENTAILMENT
7984	3.768229	ENTAILMENT
7988	2.500679	NEUTRAL
7991	2.671219	NEUTRAL
7992	3.174696	ENTAILMENT
7994	3.803788	ENTAILMENT
8000	3.032096	NEUTRAL
8001	3.622756	ENTAILMENT
8003	3.718648	CONTRADICTION
8004	3.345508	ENTAILMENT
8007	1.962992	NEUTRAL
8008	1.888976	NEUTRAL
8009	1.850717	NEUTRAL
8011	2.765465	ENTAILMENT
8013	3.163525	CONTRADICTION
8015	2.244940	NEUTRAL
8016	1.906005	NEUTRAL
8017	1.965321	NEUTRAL
8019	3.233722	NEUTRAL
8020	3.559952	ENTAILMENT
8022	3.210375	ENTAILMENT
8023	2.173276	NEUTRAL
8026	3.119390	NEUTRAL
8027	2.492535	NEUTRAL
8030	3.436259	ENTAILMENT
8033	3.073534	NEUTRAL
8034	3.008817	NEUTRAL
8035	2.638584	NEUTRAL
8036	2.686683	NEUTRAL
8042	2.681243	NEUTRAL
8043	2.169089	NEUTRAL
8045	2.097343	NEUTRAL
8046	3.791177	ENTAILMENT
8048	3.677087	ENTAILMENT
8051	3.408687	NEUTRAL
8052	3.228053	NEUTRAL
8053	3.471293	NEUTRAL
8054	3.469095	NEUTRAL
8056	3.370805	ENTAILMENT
8061	2.100713	NEUTRAL
8062	2.436042	NEUTRAL
8063	2.429070	NEUTRAL
8066	3.449129	ENTAILMENT
8070	3.264553	NEUTRAL
8074	3.595633	ENTAILMENT
8075	3.306803	ENTAILMENT
8078	2.939612	NEUTRAL
8080	2.645546	NEUTRAL
8081	2.620339	NEUTRAL
8082	3.754636	ENTAILMENT
8083	3.323908	ENTAILMENT
8085	3.675072	ENTAILMENT
8086	2.935268	NEUTRAL
8087	2.906600	ENTAILMENT
8088	2.922606	ENTAILMENT
8097	3.147363	NEUTRAL
8098	3.075492	NEUTRAL
8099	2.609290	NEUTRAL
8100	3.518561	NEUTRAL
8101	2.494893	NEUTRAL
8102	3.340483	ENTAILMENT
8103	3.734978	ENTAILMENT
8106	2.914141	NEUTRAL
8107	2.564832	NEUTRAL
8111	3.346675	ENTAILMENT
8113	1.969036	NEUTRAL
8114	2.515667	NEUTRAL
8115	1.977874	NEUTRAL
8116	2.002068	NEUTRAL
8117	2.351916	NEUTRAL
8118	3.327880	ENTAILMENT
8123	2.256621	NEUTRAL
8125	2.793093	NEUTRAL
8128	3.333503	ENTAILMENT
8131	2.967421	NEUTRAL
8132	2.958576	NEUTRAL
8133	3.367597	NEUTRAL
8135	2.745176	NEUTRAL
8139	2.784766	ENTAILMENT
8140	2.628485	NEUTRAL
8142	3.089440	NEUTRAL
8144	2.620119	NEUTRAL
8146	3.161292	ENTAILMENT
8148	3.616418	ENTAILMENT
8149	3.276240	NEUTRAL
8150	2.314233	NEUTRAL
8151	2.290253	NEUTRAL
8153	2.402476	NEUTRAL
8154	3.117464	ENTAILMENT
8160	3.086294	NEUTRAL
8164	3.701342	ENTAILMENT
8166	2.797935	CONTRADICTION
8167	2.565697	NEUTRAL
8169	1.862005	NEUTRAL
8170	2.037531	NEUTRAL
8171	2.827659	NEUTRAL
8172	3.239639	NEUTRAL
8174	3.369575	ENTAILMENT
8176	2.369820	NEUTRAL
8178	2.945550	NEUTRAL
8181	3.035839	NEUTRAL
8182	2.724089	NEUTRAL
8183	3.278111	NEUTRAL
8185	3.264385	NEUTRAL
8188	2.507671	NEUTRAL
8197	2.670586	NEUTRAL
8198	2.637313	NEUTRAL
8202	3.753935	ENTAILMENT
8203	2.112518	NEUTRAL
8204	2.916286	NEUTRAL
8205	2.470486	NEUTRAL
8207	2.353354	NEUTRAL
8208	3.395348	CONTRADICTION
8209	3.023826	ENTAILMENT
8214	2.511971	NEUTRAL
8218	3.590052	NEUTRAL
8221	2.480505	NEUTRAL
8222	2.625775	NEUTRAL
8224	2.901344	NEUTRAL
8226	3.617574	CONTRADICTION
8229	3.304743	ENTAILMENT
8231	3.157780	NEUTRAL
8232	2.493867	NEUTRAL
8234	3.301611	NEUTRAL
8235	3.161571	CONTRADICTION
8236	2.921371	NEUTRAL
8237	2.697413	NEUTRAL
8238	3.506901	NEUTRAL
8239	1.937202	NEUTRAL
8240	2.307963	NEUTRAL
8241	2.878895	NEUTRAL
8242	1.856604	NEUTRAL
8243	2.563278	NEUTRAL
8244	3.790257	ENTAILMENT
8245	3.785855	ENTAILMENT
8250	2.761058	NEUTRAL
8252	2.794894	NEUTRAL
8253	3.325048	ENTAILMENT
8254	3.474820	ENTAILMENT
8255	3.377992	ENTAILMENT
8256	3.362111	ENTAILMENT
8257	2.995831	NEUTRAL
8259	3.024605	NEUTRAL
8260	2.747559	NEUTRAL
8261	3.010458	NEUTRAL
8262	3.213348	ENTAILMENT
8265	3.398320	ENTAILMENT
8268	3.524587	NEUTRAL
8270	3.079685	NEUTRAL
8271	3.643802	ENTAILMENT
8273	3.293809	ENTAILMENT
8275	2.499049	NEUTRAL
8278	2.704373	NEUTRAL
8279	2.632410	NEUTRAL
8280	3.427907	NEUTRAL
8284	3.326475	NEUTRAL
8286	2.709812	NEUTRAL
8287	3.059316	NEUTRAL
8290	2.892547	CONTRADICTION
8291	3.092234	ENTAILMENT
8292	3.335815	ENTAILMENT
8293	2.658801	NEUTRAL
8295	2.701390	NEUTRAL
8297	2.975327	NEUTRAL
8298	2.871565	NEUTRAL
8299	3.848204	NEUTRAL
8301	3.771695	ENTAILMENT
8302	3.751039	ENTAILMENT
8303	3.276673	ENTAILMENT
8308	3.391511	ENTAILMENT
8309	3.790427	ENTAILMENT
8310	3.758085	ENTAILMENT
8311	2.588252	NEUTRAL
8315	2.614213	NEUTRAL
8318	2.591056	NEUTRAL
8319	2.948221	CONTRADICTION
8320	2.098024	NEUTRAL
8322	1.967254	NEUTRAL
8324	2.607080	NEUTRAL
8332	2.382597	NEUTRAL
8337	3.786051	ENTAILMENT
8341	2.645465	NEUTRAL
8342	3.864935	ENTAILMENT
8344	3.356769	ENTAILMENT
8346	3.389124	ENTAILMENT
8348	3.150742	NEUTRAL
8350	2.692813	NEUTRAL
8353	3.372462	ENTAILMENT
8354	3.489500	ENTAILMENT
8357	2.909553	NEUTRAL
8359	3.849891	NEUTRAL
8361	3.381861	ENTAILMENT
8364	3.321932	ENTAILMENT
8365	3.375951	ENTAILMENT
8369	3.318386	ENTAILMENT
8370	3.157281	ENTAILMENT
8371	3.134650	CONTRADICTION
8372	2.839884	ENTAILMENT
8373	3.158647	ENTAILMENT
8378	2.581298	NEUTRAL
8380	3.217200	NEUTRAL
8382	2.846925	ENTAILMENT
8385	3.486637	NEUTRAL
8386	2.540641	NEUTRAL
8387	3.087189	NEUTRAL
8390	3.023145	ENTAILMENT
8391	3.010531	ENTAILMENT
8392	1.891759	NEUTRAL
8393	2.646097	NEUTRAL
8394	1.902487	NEUTRAL
8395	2.913302	NEUTRAL
8397	3.505732	ENTAILMENT
8399	3.365498	NEUTRAL
8401	2.723192	NEUTRAL
8402	2.898090	NEUTRAL
8403	3.209825	NEUTRAL
8405	3.275809	NEUTRAL
8408	3.339074	ENTAILMENT
8410	2.516361	NEUTRAL
8411	2.725205	NEUTRAL
8413	2.978010	NEUTRAL
8414	3.048654	NEUTRAL
8415	3.265273	ENTAILMENT
8416	3.286358	ENTAILMENT
8418	3.657490	ENTAILMENT
8420	3.183300	NEUTRAL
8422	2.197669	NEUTRAL
8423	3.341821	NEUTRAL
8427	2.826175	CONTRADICTION
8428	3.223077	NEUTRAL
8429	2.750108	NEUTRAL
8432	2.622698	NEUTRAL
8433	3.669264	ENTAILMENT
8436	3.203643	ENTAILMENT
8438	2.363112	NEUTRAL
8439	1.980224	NEUTRAL
8440	2.735897	NEUTRAL
8442	3.350264	ENTAILMENT
8443	3.374744	ENTAILMENT
8445	2.960226	ENTAILMENT
8447	2.464972	NEUTRAL
8448	2.742924	NEUTRAL
8450	2.767505	NEUTRAL
8454	3.337694	ENTAILMENT
8463	3.205605	ENTAILMENT
8464	2.421194	NEUTRAL
8465	2.415930	NEUTRAL
8466	1.974624	NEUTRAL
8467	2.407265	NEUTRAL
8468	2.682335	NEUTRAL
8472	3.726542	ENTAILMENT
8473	2.826711	NEUTRAL
8477	2.057649	NEUTRAL
8478	3.489804	ENTAILMENT
8480	3.014121	ENTAILMENT
8485	2.716339	NEUTRAL
8487	3.716780	ENTAILMENT
8488	3.185761	NEUTRAL
8491	3.037232	NEUTRAL
8495	2.507291	NEUTRAL
8496	3.619574	NEUTRAL
8497	2.871759	CONTRADICTION
8498	3.470787	NEUTRAL
8499	2.656831	CONTRADICTION
8503	2.465883	CONTRADICTION
8508	3.710846	ENTAILMENT
8509	2.351078	NEUTRAL
8510	2.676203	NEUTRAL
8513	2.575664	NEUTRAL
8515	3.682463	ENTAILMENT
8518	3.350636	NEUTRAL
8519	2.400793	NEUTRAL
8522	3.005811	ENTAILMENT
8523	2.251273	CONTRADICTION
8526	3.365006	ENTAILMENT
8527	2.620856	NEUTRAL
8531	2.846058	NEUTRAL
8533	3.736573	ENTAILMENT
8534	2.929205	ENTAILMENT
8535	3.103222	ENTAILMENT
8539	2.772721	NEUTRAL
8540	2.651769	NEUTRAL
8542	3.542553	NEUTRAL
8544	3.204157	ENTAILMENT
8545	3.855917	NEUTRAL
8546	3.234709	NEUTRAL
8547	3.151423	NEUTRAL
8549	3.234393	NEUTRAL
8550	3.469791	ENTAILMENT
8552	3.512425	ENTAILMENT
8553	2.685596	ENTAILMENT
8554	2.742423	NEUTRAL
8556	2.596754	NEUTRAL
8557	2.150661	NEUTRAL
8559	3.719666	ENTAILMENT
8560	3.532829	ENTAILMENT
8565	3.137713	NEUTRAL
8568	3.499996	ENTAILMENT
8570	3.127322	ENTAILMENT
8573	2.542818	NEUTRAL
8575	2.509481	NEUTRAL
8577	3.318310	ENTAILMENT
8579	3.336916	ENTAILMENT
8580	3.629159	ENTAILMENT
8583	1.968754	NEUTRAL
8585	2.400193	NEUTRAL
8587	3.836269	CONTRADICTION
8591	3.373425	NEUTRAL
8592	1.848005	NEUTRAL
8595	3.641319	ENTAILMENT
8599	2.561196	NEUTRAL
8602	3.203428	NEUTRAL
8603	2.823708	NEUTRAL
8604	3.041557	ENTAILMENT
8605	3.079752	ENTAILMENT
8612	3.314138	NEUTRAL
8615	3.745905	CONTRADICTION
8616	3.405645	ENTAILMENT
8617	2.554532	NEUTRAL
8619	2.980562	NEUTRAL
8621	2.623400	NEUTRAL
8623	2.935876	NEUTRAL
8625	3.321656	NEUTRAL
8628	2.665065	NEUTRAL
8634	3.665862	ENTAILMENT
8638	2.949224	NEUTRAL
8640	3.588321	ENTAILMENT
8641	3.706878	ENTAILMENT
8642	3.650994	ENTAILMENT
8643	3.339266	NEUTRAL
8644	3.137199	ENTAILMENT
8648	2.495793	NEUTRAL
8650	3.139990	NEUTRAL
8652	2.991785	ENTAILMENT
8653	3.094680	NEUTRAL
8654	3.132201	ENTAILMENT
8655	2.601419	NEUTRAL
8659	2.396785	NEUTRAL
8661	3.652014	ENTAILMENT
8662	3.504805	NEUTRAL
8666	2.764758	NEUTRAL
8667	2.743270	NEUTRAL
8670	3.777969	ENTAILMENT
8671	2.807946	ENTAILMENT
8672	3.285819	ENTAILMENT
8673	3.151174	NEUTRAL
8677	3.036484	NEUTRAL
8681	3.734983	ENTAILMENT
8682	2.520196	NEUTRAL
8687	3.554958	ENTAILMENT
8688	3.308660	ENTAILMENT
8693	2.803368	NEUTRAL
8694	2.001849	NEUTRAL
8695	2.954685	ENTAILMENT
8698	3.797913	ENTAILMENT
8701	3.124951	NEUTRAL
8703	3.732248	NEUTRAL
8704	2.467448	NEUTRAL
8706	3.129883	ENTAILMENT
8707	3.029893	ENTAILMENT
8710	2.891974	NEUTRAL
8711	2.925247	NEUTRAL
8713	2.304919	NEUTRAL
8715	3.324208	ENTAILMENT
8717	3.782010	ENTAILMENT
8718	2.508357	NEUTRAL
8720	2.494358	NEUTRAL
8721	2.389878	NEUTRAL
8722	2.667643	NEUTRAL
8723	3.581001	ENTAILMENT
8725	3.142249	NEUTRAL
8726	3.103390	ENTAILMENT
8729	2.985856	NEUTRAL
8730	2.788559	NEUTRAL
8731	2.982498	NEUTRAL
8732	3.372621	ENTAILMENT
8733	3.405803	CONTRADICTION
8734	3.594776	CONTRADICTION
8735	2.987005	ENTAILMENT
8736	3.065115	NEUTRAL
8737	3.720350	ENTAILMENT
8740	3.309393	NEUTRAL
8744	2.707806	CONTRADICTION
8745	3.126687	NEUTRAL
8747	3.264809	NEUTRAL
8752	3.549169	NEUTRAL
8754	3.721244	NEUTRAL
8755	3.215731	NEUTRAL
8758	3.270974	NEUTRAL
8761	3.547497	ENTAILMENT
8762	2.942440	ENTAILMENT
8763	3.078400	NEUTRAL
8764	2.764496	NEUTRAL
8765	2.459156	NEUTRAL
8769	3.419833	ENTAILMENT
8770	3.647449	CONTRADICTION
8771	3.597330	CONTRADICTION
8772	2.679148	NEUTRAL
8773	2.823830	NEUTRAL
8774	3.473388	NEUTRAL
8776	3.245088	NEUTRAL
8778	3.368127	ENTAILMENT
8780	3.407668	ENTAILMENT
8782	3.075638	NEUTRAL
8785	2.972969	NEUTRAL
8788	3.405013	ENTAILMENT
8789	3.330926	ENTAILMENT
8793	2.897688	NEUTRAL
8795	2.774384	ENTAILMENT
8797	3.772103	ENTAILMENT
8798	3.614320	ENTAILMENT
8799	2.798528	NEUTRAL
8802	2.623401	NEUTRAL
8803	3.424131	NEUTRAL
8804	2.846686	NEUTRAL
8807	3.761347	ENTAILMENT
8808	2.117005	NEUTRAL
8809	2.053626	NEUTRAL
8810	3.447903	NEUTRAL
8811	3.464777	NEUTRAL
8812	3.484412	NEUTRAL
8817	2.731660	ENTAILMENT
8818	2.532408	NEUTRAL
8819	3.060225	NEUTRAL
8820	3.030892	NEUTRAL
8821	2.294988	ENTAILMENT
8824	2.769871	ENTAILMENT
8825	3.161472	ENTAILMENT
8826	2.948264	NEUTRAL
8827	3.033143	NEUTRAL
8828	2.102347	NEUTRAL
8829	2.093960	NEUTRAL
8831	3.709799	ENTAILMENT
8833	3.623362	CONTRADICTION
8835	2.662119	NEUTRAL
8837	2.932280	NEUTRAL
8839	3.015884	NEUTRAL
8840	3.323518	ENTAILMENT
8843	3.316312	ENTAILMENT
8845	3.169066	NEUTRAL
8847	3.239555	NEUTRAL
8849	3.088454	ENTAILMENT
8850	2.946870	ENTAILMENT
8851	3.833980	ENTAILMENT
8853	3.134798	CONTRADICTION
8857	2.875655	ENTAILMENT
8860	3.376319	ENTAILMENT
8861	3.395911	ENTAILMENT
8863	3.173499	NEUTRAL
8864	2.702230	NEUTRAL
8865	2.673236	NEUTRAL
8866	2.610333	NEUTRAL
8868	2.647347	NEUTRAL
8870	3.635444	ENTAILMENT
8871	3.154870	NEUTRAL
8872	2.959873	NEUTRAL
8874	2.018830	NEUTRAL
8877	3.582704	ENTAILMENT
8880	2.778970	NEUTRAL
8881	2.662118	NEUTRAL
8882	2.965868	NEUTRAL
8883	2.725925	NEUTRAL
8884	2.780644	NEUTRAL
8885	3.389145	ENTAILMENT
8886	3.382029	CONTRADICTION
8887	3.247303	NEUTRAL
8889	3.663021	NEUTRAL
8890	2.827152	NEUTRAL
8891	2.694544	NEUTRAL
8893	2.760891	NEUTRAL
8895	3.258413	ENTAILMENT
8896	3.868256	CONTRADICTION
8897	2.952231	CONTRADICTION
8898	2.543009	NEUTRAL
8899	2.541035	NEUTRAL
8900	2.378740	NEUTRAL
8904	3.097179	ENTAILMENT
8905	3.506045	ENTAILMENT
8906	3.393878	ENTAILMENT
8909	2.871239	NEUTRAL
8910	2.843972	NEUTRAL
8911	3.017108	NEUTRAL
8912	2.966809	ENTAILMENT
8919	2.404784	NEUTRAL
8920	3.349533	NEUTRAL
8921	2.976750	NEUTRAL
8922	3.543381	ENTAILMENT
8923	3.335595	ENTAILMENT
8925	2.467298	NEUTRAL
8927	2.285929	NEUTRAL
8928	2.259200	NEUTRAL
8929	2.587429	NEUTRAL
8930	3.566457	ENTAILMENT
8931	2.958218	ENTAILMENT
8933	3.784020	ENTAILMENT
8935	2.961351	NEUTRAL
8939	3.438662	NEUTRAL
8940	3.382056	ENTAILMENT
8946	2.715703	NEUTRAL
8947	2.660027	NEUTRAL
8950	3.747976	ENTAILMENT
8951	3.723198	ENTAILMENT
8953	3.220126	ENTAILMENT
8954	3.707081	NEUTRAL
8960	2.986813	NEUTRAL
8962	2.495766	NEUTRAL
8968	3.362509	ENTAILMENT
8969	3.368758	CONTRADICTION
8970	1.980602	NEUTRAL
8971	3.095685	NEUTRAL
8974	2.044144	NEUTRAL
8975	3.722437	ENTAILMENT
8979	2.413775	NEUTRAL
8981	2.688288	NEUTRAL
8984	3.859086	ENTAILMENT
8985	3.895428	ENTAILMENT
8989	2.810777	NEUTRAL
8990	3.426865	NEUTRAL
8991	3.303895	NEUTRAL
8993	2.633436	CONTRADICTION
8995	3.652690	ENTAILMENT
8997	3.226940	ENTAILMENT
9002	2.617319	NEUTRAL
9003	2.555966	NEUTRAL
9004	1.946282	ENTAILMENT
9007	3.358344	ENTAILMENT
9008	3.238958	NEUTRAL
9009	3.391601	ENTAILMENT
9010	2.978416	NEUTRAL
9012	3.653374	ENTAILMENT
9013	3.552175	ENTAILMENT
9016	2.785818	NEUTRAL
9018	2.219072	NEUTRAL
9020	2.513417	NEUTRAL
9022	3.586007	NEUTRAL
9023	3.546918	NEUTRAL
9025	3.759192	ENTAILMENT
9026	2.444634	NEUTRAL
9027	2.412414	NEUTRAL
9032	3.367852	NEUTRAL
9034	3.680168	ENTAILMENT
9042	3.352175	ENTAILMENT
9043	3.666642	ENTAILMENT
9047	3.008405	NEUTRAL
9048	3.044075	NEUTRAL
9049	3.436173	ENTAILMENT
9052	3.375642	ENTAILMENT
9055	2.944043	NEUTRAL
9057	2.016365	NEUTRAL
9059	3.872885	CONTRADICTION
9060	3.249603	NEUTRAL
9061	3.703898	ENTAILMENT
9062	2.916102	NEUTRAL
9063	2.586182	NEUTRAL
9064	3.285173	NEUTRAL
9065	2.863072	NEUTRAL
9072	2.052650	NEUTRAL
9076	2.955050	NEUTRAL
9079	3.451391	ENTAILMENT
9081	3.269688	NEUTRAL
9082	3.186326	NEUTRAL
9084	3.341491	NEUTRAL
9087	3.398771	NEUTRAL
9088	3.357674	CONTRADICTION
9089	2.828425	NEUTRAL
9091	2.243692	NEUTRAL
9092	2.262508	NEUTRAL
9100	2.512847	NEUTRAL
9104	3.074994	CONTRADICTION
9105	2.951752	NEUTRAL
9107	1.801360	NEUTRAL
9111	1.910990	NEUTRAL
9112	3.148729	NEUTRAL
9114	3.548224	CONTRADICTION
9115	3.351302	CONTRADICTION
9116	2.979609	NEUTRAL
9118	3.535228	NEUTRAL
9119	2.631703	NEUTRAL
9120	3.140193	NEUTRAL
9121	3.688112	ENTAILMENT
9122	3.300456	ENTAILMENT
9123	3.561213	CONTRADICTION
9124	3.649767	ENTAILMENT
9128	2.064401	NEUTRAL
9130	3.422650	ENTAILMENT
9135	3.391154	NEUTRAL
9138	3.395380	ENTAILMENT
9143	2.810293	NEUTRAL
9144	3.250671	NEUTRAL
9145	3.135036	ENTAILMENT
9149	3.039804	ENTAILMENT
9151	2.713476	ENTAILMENT
9152	2.546041	NEUTRAL
9154	2.599163	NEUTRAL
9157	3.778500	ENTAILMENT
9158	3.498093	CONTRADICTION
9162	1.909415	NEUTRAL
9163	2.766936	NEUTRAL
9164	2.704108	NEUTRAL
9165	3.076110	NEUTRAL
9166	3.255564	ENTAILMENT
9168	3.179050	ENTAILMENT
9170	3.030205	NEUTRAL
9173	2.707196	NEUTRAL
9174	3.121876	NEUTRAL
9175	2.530550	NEUTRAL
9176	3.383393	NEUTRAL
9178	3.517851	ENTAILMENT
9179	3.053707	NEUTRAL
9180	2.679133	NEUTRAL
9182	3.209687	NEUTRAL
9190	3.053771	NEUTRAL
9191	3.204751	NEUTRAL
9195	3.128328	ENTAILMENT
9197	2.268765	NEUTRAL
9199	2.707611	NEUTRAL
9201	2.173339	NEUTRAL
9202	2.931845	ENTAILMENT
9203	3.774625	ENTAILMENT
9204	2.699959	ENTAILMENT
9205	3.176675	ENTAILMENT
9207	3.029717	NEUTRAL
9209	3.056763	NEUTRAL
9210	2.992311	NEUTRAL
9214	3.665566	ENTAILMENT
9216	2.633545	NEUTRAL
9217	2.219282	NEUTRAL
9218	2.643967	NEUTRAL
9219	2.637001	NEUTRAL
9220	2.954406	ENTAILMENT
9221	3.052435	ENTAILMENT
9225	2.856746	NEUTRAL
9226	2.500627	NEUTRAL
9227	2.337835	NEUTRAL
9228	2.245485	NEUTRAL
9229	2.875857	ENTAILMENT
9231	3.398211	ENTAILMENT
9232	3.391670	ENTAILMENT
9234	3.230959	ENTAILMENT
9237	3.249912	ENTAILMENT
9243	2.013048	NEUTRAL
9244	2.010258	NEUTRAL
9245	2.008295	NEUTRAL
9246	2.276893	NEUTRAL
9248	3.543727	ENTAILMENT
9251	1.924560	NEUTRAL
9252	2.080617	NEUTRAL
9253	3.034649	NEUTRAL
9256	3.273136	ENTAILMENT
9257	3.190980	ENTAILMENT
9258	2.715058	CONTRADICTION
9260	3.015712	NEUTRAL
9261	2.930334	NEUTRAL
9263	3.184578	NEUTRAL
9265	3.738821	ENTAILMENT
9266	3.695095	ENTAILMENT
9267	3.254432	ENTAILMENT
9268	3.303224	ENTAILMENT
9270	1.871209	NEUTRAL
9271	2.166266	NEUTRAL
9276	3.533031	ENTAILMENT
9277	3.594982	ENTAILMENT
9278	2.959942	NEUTRAL
9279	2.796526	NEUTRAL
9282	2.957685	NEUTRAL
9283	2.909795	ENTAILMENT
9286	3.081218	ENTAILMENT
9289	2.825142	NEUTRAL
9290	2.847077	NEUTRAL
9291	2.976491	NEUTRAL
